1095.790223,305.530499
1096.171202,306.032614
1103.269439,306.549970
1110.742431,306.803560
1113.855115,308.821379
1125.551666,310.885508
1135.869358,309.856780
1136.361862,306.128285
1131.711900,301.479516
1144.896099,289.506665
1145.406468,282.785299
1146.619012,279.904005
1147.761987,277.477543
1146.087729,280.394544
1142.405776,283.120464
1141.745730,286.449977
1142.149962,285.556336
1143.217455,284.826950
1135.963419,301.588055
1138.541377,305.972021
1131.900773,300.488893
1132.258328,304.628915
1123.548482,293.805792
1110.137524,280.384115
1104.259356,267.574869
1093.191186,256.073294
1083.358976,257.004790
1068.322897,260.674953
1046.646611,265.841905
1046.530680,255.911824
1043.936393,252.244013
1026.136678,255.635721
1001.873661,258.161439
981.537219,263.200301
958.434532,267.345883
922.360935,278.924477
900.330777,277.437437
882.874487,274.939345
872.864266,285.679944
852.339019,291.556980
842.222827,296.123111
823.873582,301.404421
806.747948,304.479473
781.038293,307.615606
762.946047,305.770062
760.398889,307.598163
749.279958,297.731865
739.570453,292.949179
725.715919,287.801364
702.939690,286.704113
699.487620,286.076166
694.274359,286.329102
676.506686,299.168300
652.694065,310.879084
675.994942,320.608951
675.805960,316.511767
675.715947,315.007241
661.384398,320.955115
636.070821,328.789104
599.850803,330.510442
532.276828,335.223503
532.395456,338.805738
520.738265,341.723129
499.645264,342.555725
480.990016,352.938383
485.301465,364.430564
461.719731,364.160669
419.632163,356.828742
380.196469,345.205830
359.655347,332.390194
376.138619,327.820689
397.759220,326.252348
380.735005,320.725305
374.543654,325.079316
346.169537,332.650726
322.456573,331.259999
319.721937,314.467793
303.504634,301.002677
296.955003,293.833644
282.768731,291.334692
283.677578,289.946948
287.069425,309.151023
283.597293,332.423649
286.594804,340.064534
269.229576,350.393495
291.947487,355.170986
310.001746,378.128588
311.530088,375.275223
316.694319,394.771179
319.064834,395.740788
280.845451,401.643735
282.775520,404.174311
294.231244,390.217350
287.683526,406.811540
286.751506,419.366297
286.651153,422.815190
290.426521,416.513139
278.062760,427.805062
268.662590,428.904111
247.668093,428.865361
222.109367,427.801622
204.549646,435.440913
207.356434,442.763136
191.173473,453.860985
172.126950,479.310674
174.386448,503.367811
173.141155,502.302858
177.758607,501.495132
184.669768,503.039159
204.265971,503.764983
200.133641,505.228981
222.786059,498.315396
233.019709,512.900981
241.627786,519.443974
251.158702,523.303908
253.474651,531.198420
252.940133,547.944794
278.297975,558.816544
303.532909,557.710401
297.646218,583.675202
298.640451,564.624111
307.133678,550.663137
307.420289,577.369956
309.206080,593.850961
318.055788,596.290604
321.398026,590.785867
334.425607,593.024703
351.979434,580.743882
372.800644,592.735925
388.762530,579.767636
409.149416,582.451075
410.609760,581.227150
435.402994,584.431608
475.882327,586.058240
476.850094,579.447304
470.437149,572.662898
473.366847,567.047527
482.444528,557.359438
496.639812,564.747584
525.947308,582.851873
539.672542,612.619345
556.140450,606.054460
579.265206,616.458466
591.498515,621.808878
625.120080,640.281610
628.927599,664.716655
637.233156,661.742037
646.334748,655.258863
644.721697,653.966816
627.649563,627.133243
645.285682,612.669033
616.046518,620.609556
614.210611,621.948759
617.901497,622.082481
635.118474,637.297585
637.324268,635.610450
663.166158,646.252201
680.742101,649.254464
681.820115,642.823713
689.330022,651.370103
687.447864,646.445218
682.266799,640.099811
677.646570,644.379001
689.423039,644.085173
682.925760,647.127178
696.627966,648.365670
702.041310,643.466328
719.158487,651.415343
723.387548,646.258916
736.646446,642.291988
741.901715,618.030410
736.628236,586.339391
732.289570,554.247606
739.951557,546.639602
731.596834,520.101098
705.511760,503.450675
703.447120,499.135636
703.069316,470.592233
705.575882,455.797662
698.630912,446.932386
693.767331,429.501783
689.530323,428.842721
676.340596,388.764857
668.998404,371.228626
667.087904,377.245719
653.775060,359.315287
650.447713,331.591040
644.028401,290.769636
641.848495,253.166122
625.969806,224.994039
624.258416,193.275886
618.594413,167.150691
608.072791,130.068487
605.849013,87.061613
596.780852,88.556322
598.830026,76.712226
598.188445,60.481225
584.156603,46.648064
